Description,Year,Population,Count or Estimate,State or County Release
"Tom Green County, TX",2018,118299,Estimate,County
"Tom Green County, TX",2019,119429,Estimate,County
"Tom Green County, TX",2020,120010,Estimate,County
"Travis County, TX",2015,1180003,Estimate,County
"Travis County, TX",2016,1206283,Estimate,County
"Travis County, TX",2017,1227373,Estimate,County
"Travis County, TX",2018,1246693,Estimate,County
"Travis County, TX",2019,1273567,Estimate,County
"Travis County, TX",2020,1300503,Estimate,County
"Trinity County, TX",2015,14541,Estimate,County
"Trinity County, TX",2016,14535,Estimate,County
"Trinity County, TX",2017,14680,Estimate,County
"Trinity County, TX",2018,14672,Estimate,County
"Trinity County, TX",2019,14675,Estimate,County
"Trinity County, TX",2020,14883,Estimate,County
"Tyler County, TX",2015,21372,Estimate,County
"Tyler County, TX",2016,21416,Estimate,County
"Tyler County, TX",2017,21498,Estimate,County
"Tyler County, TX",2018,21593,Estimate,County
"Tyler County, TX",2019,21523,Estimate,County
"Tyler County, TX",2020,21591,Estimate,County
"Upshur County, TX",2015,40343,Estimate,County
"Upshur County, TX",2016,40807,Estimate,County
"Upshur County, TX",2017,41103,Estimate,County
"Upshur County, TX",2018,41150,Estimate,County
"Upshur County, TX",2019,41705,Estimate,County
"Upshur County, TX",2020,42166,Estimate,County
"Upton County, TX",2015,3658,Estimate,County
"Upton County, TX",2016,3698,Estimate,County
"Upton County, TX",2017,3657,Estimate,County
"Upton County, TX",2018,3632,Estimate,County
"Upton County, TX",2019,3644,Estimate,County
"Upton County, TX",2020,3623,Estimate,County
"Uvalde County, TX",2015,26948,Estimate,County
"Uvalde County, TX",2016,27082,Estimate,County
"Uvalde County, TX",2017,27073,Estimate,County
"Uvalde County, TX",2018,26805,Estimate,County
"Uvalde County, TX",2019,26794,Estimate,County
"Uvalde County, TX",2020,26742,Estimate,County
"Val Verde County, TX",2015,48860,Estimate,County
"Val Verde County, TX",2016,48901,Estimate,County
"Val Verde County, TX",2017,49071,Estimate,County
"Val Verde County, TX",2018,49048,Estimate,County
"Val Verde County, TX",2019,49041,Estimate,County
"Val Verde County, TX",2020,49028,Estimate,County
"Van Zandt County, TX",2015,53431,Estimate,County
"Van Zandt County, TX",2016,54407,Estimate,County
"Van Zandt County, TX",2017,55141,Estimate,County
"Van Zandt County, TX",2018,56025,Estimate,County
"Van Zandt County, TX",2019,56744,Estimate,County
"Van Zandt County, TX",2020,57533,Estimate,County
"Victoria County, TX",2015,92130,Estimate,County
"Victoria County, TX",2016,92423,Estimate,County
"Victoria County, TX",2017,92011,Estimate,County
"Victoria County, TX",2018,91829,Estimate,County
"Victoria County, TX",2019,92021,Estimate,County
"Victoria County, TX",2020,91936,Estimate,County
"Walker County, TX",2015,70825,Estimate,County
"Walker County, TX",2016,71811,Estimate,County
"Walker County, TX",2017,72764,Estimate,County
"Walker County, TX",2018,73037,Estimate,County
"Walker County, TX",2019,71700,Estimate,County
"Walker County, TX",2020,72164,Estimate,County
"Waller County, TX",2015,48663,Estimate,County
"Waller County, TX",2016,50062,Estimate,County
"Waller County, TX",2017,51736,Estimate,County
"Waller County, TX",2018,53568,Estimate,County
"Waller County, TX",2019,55311,Estimate,County
"Waller County, TX",2020,57452,Estimate,County
"Ward County, TX",2015,11630,Estimate,County
"Ward County, TX",2016,11573,Estimate,County
"Ward County, TX",2017,11377,Estimate,County
"Ward County, TX",2018,11691,Estimate,County
"Ward County, TX",2019,11985,Estimate,County
"Ward County, TX",2020,12097,Estimate,County
"Washington County, TX",2015,34820,Estimate,County
"Washington County, TX",2016,34688,Estimate,County
"Washington County, TX",2017,34804,Estimate,County
"Washington County, TX",2018,35485,Estimate,County
"Washington County, TX",2019,35626,Estimate,County
"Washington County, TX",2020,35771,Estimate,County
"Webb County, TX",2015,269598,Estimate,County
"Webb County, TX",2016,272053,Estimate,County
"Webb County, TX",2017,273378,Estimate,County
"Webb County, TX",2018,274734,Estimate,County
"Webb County, TX",2019,276387,Estimate,County
"Webb County, TX",2020,277681,Estimate,County
"Wharton County, TX",2015,41369,Estimate,County
"Wharton County, TX",2016,41619,Estimate,County
"Wharton County, TX",2017,41869,Estimate,County
"Wharton County, TX",2018,41515,Estimate,County
"Wharton County, TX",2019,41671,Estimate,County
"Wharton County, TX",2020,41685,Estimate,County
"Wheeler County, TX",2015,5665,Estimate,County
"Wheeler County, TX",2016,5526,Estimate,County
"Wheeler County, TX",2017,5301,Estimate,County
"Wheeler County, TX",2018,5136,Estimate,County
"Wheeler County, TX",2019,5026,Estimate,County
"Wheeler County, TX",2020,4946,Estimate,County
"Wichita County, TX",2015,131050,Estimate,County
"Wichita County, TX",2016,131386,Estimate,County
"Wichita County, TX",2017,131807,Estimate,County
"Wichita County, TX",2018,132046,Estimate,County
"Wichita County, TX",2019,132328,Estimate,County
"Wichita County, TX",2020,133205,Estimate,County
"Wilbarger County, TX",2015,13059,Estimate,County
"Wilbarger County, TX",2016,12893,Estimate,County
"Wilbarger County, TX",2017,12693,Estimate,County
"Wilbarger County, TX",2018,12753,Estimate,County
"Wilbarger County, TX",2019,12695,Estimate,County
"Wilbarger County, TX",2020,12552,Estimate,County
"Willacy County, TX",2015,21852,Estimate,County
"Willacy County, TX",2016,21749,Estimate,County
"Willacy County, TX",2017,21489,Estimate,County
"Willacy County, TX",2018,21414,Estimate,County
"Willacy County, TX",2019,21280,Estimate,County
"Willacy County, TX",2020,21161,Estimate,County
"Williamson County, TX",2015,507728,Estimate,County
"Williamson County, TX",2016,528207,Estimate,County
"Williamson County, TX",2017,546837,Estimate,County
"Williamson County, TX",2018,567465,Estimate,County
"Williamson County, TX",2019,591823,Estimate,County
"Williamson County, TX",2020,617855,Estimate,County
"Wilson County, TX",2015,47181,Estimate,County
"Wilson County, TX",2016,48202,Estimate,County
"Wilson County, TX",2017,49226,Estimate,County
"Wilson County, TX",2018,50150,Estimate,County
"Wilson County, TX",2019,50950,Estimate,County
"Wilson County, TX",2020,52023,Estimate,County
"Winkler County, TX",2015,8028,Estimate,County
"Winkler County, TX",2016,7917,Estimate,County
"Winkler County, TX",2017,7595,Estimate,County
"Winkler County, TX",2018,7743,Estimate,County
"Winkler County, TX",2019,7970,Estimate,County
"Winkler County, TX",2020,7887,Estimate,County
"Wise County, TX",2015,62813,Estimate,County
"Wise County, TX",2016,64428,Estimate,County
"Wise County, TX",2017,65781,Estimate,County
"Wise County, TX",2018,68251,Estimate,County
"Wise County, TX",2019,69877,Estimate,County
"Wise County, TX",2020,71084,Estimate,County
"Wood County, TX",2015,43142,Estimate,County
"Wood County, TX",2016,43790,Estimate,County
"Wood County, TX",2017,44325,Estimate,County
"Wood County, TX",2018,45242,Estimate,County
"Wood County, TX",2019,45621,Estimate,County
"Wood County, TX",2020,46291,Estimate,County
"Yoakum County, TX",2015,8635,Estimate,County
"Yoakum County, TX",2016,8626,Estimate,County
"Yoakum County, TX",2017,8527,Estimate,County
"Yoakum County, TX",2018,8520,Estimate,County
"Yoakum County, TX",2019,8686,Estimate,County
"Yoakum County, TX",2020,8702,Estimate,County
"Young County, TX",2015,18154,Estimate,County
"Young County, TX",2016,18095,Estimate,County
"Young County, TX",2017,17916,Estimate,County
"Young County, TX",2018,17953,Estimate,County
"Young County, TX",2019,17937,Estimate,County
"Young County, TX",2020,17904,Estimate,County
"Zapata County, TX",2015,14474,Estimate,County
"Zapata County, TX",2016,14420,Estimate,County
"Zapata County, TX",2017,14251,Estimate,County
"Zapata County, TX",2018,14151,Estimate,County
"Zapata County, TX",2019,14221,Estimate,County
"Zapata County, TX",2020,14172,Estimate,County
"Zavala County, TX",2015,12322,Estimate,County
"Zavala County, TX",2016,12125,Estimate,County
"Zavala County, TX",2017,11946,Estimate,County
"Zavala County, TX",2018,11934,Estimate,County
"Zavala County, TX",2019,11807,Estimate,County
"Zavala County, TX",2020,11840,Estimate,County
Utah,2015,2983626,Estimate,County
Utah,2016,3044241,Estimate,County
Utah,2017,3103540,Estimate,County
Utah,2018,3155153,Estimate,County
Utah,2019,3203383,Estimate,County
Utah,2020,3249879,Estimate,County
"Beaver County, UT",2015,6351,Estimate,County
"Beaver County, UT",2016,6463,Estimate,County
"Beaver County, UT",2017,6402,Estimate,County
"Beaver County, UT",2018,6620,Estimate,County
"Beaver County, UT",2019,6725,Estimate,County
"Beaver County, UT",2020,6761,Estimate,County
"Box Elder County, UT",2015,51839,Estimate,County
"Box Elder County, UT",2016,52995,Estimate,County
"Box Elder County, UT",2017,53999,Estimate,County
"Box Elder County, UT",2018,54807,Estimate,County
"Box Elder County, UT",2019,55957,Estimate,County
"Box Elder County, UT",2020,57007,Estimate,County
"Cache County, UT",2015,119777,Estimate,County
"Cache County, UT",2016,122347,Estimate,County
"Cache County, UT",2017,124448,Estimate,County
"Cache County, UT",2018,126574,Estimate,County
"Cache County, UT",2019,128309,Estimate,County
"Cache County, UT",2020,130004,Estimate,County
"Carbon County, UT",2015,20400,Estimate,County
"Carbon County, UT",2016,20349,Estimate,County
"Carbon County, UT",2017,20171,Estimate,County
"Carbon County, UT",2018,20248,Estimate,County
"Carbon County, UT",2019,20476,Estimate,County
"Carbon County, UT",2020,20760,Estimate,County
"Daggett County, UT",2015,1107,Estimate,County
"Daggett County, UT",2016,1075,Estimate,County
"Daggett County, UT",2017,1012,Estimate,County
"Daggett County, UT",2018,984,Estimate,County
"Daggett County, UT",2019,964,Estimate,County
"Daggett County, UT",2020,1026,Estimate,County
"Davis County, UT",2015,334814,Estimate,County
"Davis County, UT",2016,341255,Estimate,County
"Davis County, UT",2017,346858,Estimate,County
"Davis County, UT",2018,351154,Estimate,County
"Davis County, UT",2019,355304,Estimate,County
"Davis County, UT",2020,359232,Estimate,County
"Duchesne County, UT",2015,20743,Estimate,County
"Duchesne County, UT",2016,20226,Estimate,County
"Duchesne County, UT",2017,19852,Estimate,County
"Duchesne County, UT",2018,19902,Estimate,County
"Duchesne County, UT",2019,19877,Estimate,County
"Duchesne County, UT",2020,19894,Estimate,County
"Emery County, UT",2015,10360,Estimate,County
"Emery County, UT",2016,10221,Estimate,County
"Emery County, UT",2017,10027,Estimate,County
"Emery County, UT",2018,10039,Estimate,County
"Emery County, UT",2019,10061,Estimate,County
"Emery County, UT",2020,10147,Estimate,County
"Garfield County, UT",2015,4966,Estimate,County
"Garfield County, UT",2016,4956,Estimate,County
"Garfield County, UT",2017,5022,Estimate,County
"Garfield County, UT",2018,4970,Estimate,County
"Garfield County, UT",2019,5000,Estimate,County
"Garfield County, UT",2020,5050,Estimate,County
"Grand County, UT",2015,9530,Estimate,County
"Grand County, UT",2016,9616,Estimate,County
"Grand County, UT",2017,9591,Estimate,County
"Grand County, UT",2018,9715,Estimate,County
"Grand County, UT",2019,9773,Estimate,County
"Grand County, UT",2020,9796,Estimate,County
"Iron County, UT",2015,48166,Estimate,County
"Iron County, UT",2016,49755,Estimate,County
"Iron County, UT",2017,50944,Estimate,County
"Iron County, UT",2018,52959,Estimate,County
"Iron County, UT",2019,55269,Estimate,County
"Iron County, UT",2020,56814,Estimate,County
"Juab County, UT",2015,10560,Estimate,County
"Juab County, UT",2016,11045,Estimate,County
"Juab County, UT",2017,11308,Estimate,County
"Juab County, UT",2018,11639,Estimate,County
"Juab County, UT",2019,12002,Estimate,County
"Juab County, UT",2020,12122,Estimate,County
"Kane County, UT",2015,7045,Estimate,County
"Kane County, UT",2016,7306,Estimate,County
"Kane County, UT",2017,7535,Estimate,County
"Kane County, UT",2018,7663,Estimate,County
"Kane County, UT",2019,7873,Estimate,County
"Kane County, UT",2020,7914,Estimate,County
"Millard County, UT",2015,12621,Estimate,County
"Millard County, UT",2016,12641,Estimate,County
"Millard County, UT",2017,12805,Estimate,County
"Millard County, UT",2018,12941,Estimate,County
"Millard County, UT",2019,13100,Estimate,County
"Millard County, UT",2020,13327,Estimate,County
"Morgan County, UT",2015,11048,Estimate,County
"Morgan County, UT",2016,11368,Estimate,County
"Morgan County, UT",2017,11836,Estimate,County
"Morgan County, UT",2018,11971,Estimate,County
"Morgan County, UT",2019,12115,Estimate,County
"Morgan County, UT",2020,12462,Estimate,County
"Piute County, UT",2015,1489,Estimate,County
"Piute County, UT",2016,1457,Estimate,County
"Piute County, UT",2017,1406,Estimate,County
"Piute County, UT",2018,1434,Estimate,County
"Piute County, UT",2019,1472,Estimate,County
"Piute County, UT",2020,1473,Estimate,County
"Rich County, UT",2015,2301,Estimate,County
"Rich County, UT",2016,2311,Estimate,County
"Rich County, UT",2017,2388,Estimate,County
"Rich County, UT",2018,2455,Estimate,County
"Rich County, UT",2019,2468,Estimate,County
"Rich County, UT",2020,2452,Estimate,County
"Salt Lake County, UT",2015,1102690,Estimate,County
"Salt Lake County, UT",2016,1120751,Estimate,County
"Salt Lake County, UT",2017,1137273,Estimate,County
"Salt Lake County, UT",2018,1148949,Estimate,County
"Salt Lake County, UT",2019,1158585,Estimate,County
"Salt Lake County, UT",2020,1165517,Estimate,County
"San Juan County, UT",2015,15254,Estimate,County
"San Juan County, UT",2016,15346,Estimate,County
"San Juan County, UT",2017,15286,Estimate,County
"San Juan County, UT",2018,15336,Estimate,County
"San Juan County, UT",2019,15228,Estimate,County
"San Juan County, UT",2020,15278,Estimate,County
"Sanpete County, UT",2015,28663,Estimate,County
"Sanpete County, UT",2016,29244,Estimate,County
"Sanpete County, UT",2017,29953,Estimate,County
"Sanpete County, UT",2018,30529,Estimate,County
"Sanpete County, UT",2019,30986,Estimate,County
"Sanpete County, UT",2020,31393,Estimate,County
"Sevier County, UT",2015,20872,Estimate,County
"Sevier County, UT",2016,21145,Estimate,County
"Sevier County, UT",2017,21299,Estimate,County
"Sevier County, UT",2018,21516,Estimate,County
"Sevier County, UT",2019,21636,Estimate,County
"Sevier County, UT",2020,21780,Estimate,County
"Summit County, UT",2015,39675,Estimate,County
"Summit County, UT",2016,40564,Estimate,County
"Summit County, UT",2017,41375,Estimate,County
"Summit County, UT",2018,41879,Estimate,County
"Summit County, UT",2019,42081,Estimate,County
"Summit County, UT",2020,42499,Estimate,County
"Tooele County, UT",2015,62676,Estimate,County
"Tooele County, UT",2016,64643,Estimate,County
"Tooele County, UT",2017,67490,Estimate,County
"Tooele County, UT",2018,69946,Estimate,County
"Tooele County, UT",2019,72110,Estimate,County
"Tooele County, UT",2020,74512,Estimate,County
"Uintah County, UT",2015,37815,Estimate,County
"Uintah County, UT",2016,36261,Estimate,County
"Uintah County, UT",2017,35235,Estimate,County
"Uintah County, UT",2018,35407,Estimate,County
"Uintah County, UT",2019,35806,Estimate,County
"Uintah County, UT",2020,35970,Estimate,County
"Utah County, UT",2015,573289,Estimate,County
"Utah County, UT",2016,591107,Estimate,County
"Utah County, UT",2017,607612,Estimate,County
"Utah County, UT",2018,622076,Estimate,County
"Utah County, UT",2019,635675,Estimate,County
"Utah County, UT",2020,651059,Estimate,County
"Wasatch County, UT",2015,29131,Estimate,County
"Wasatch County, UT",2016,30433,Estimate,County
"Wasatch County, UT",2017,32045,Estimate,County
"Wasatch County, UT",2018,33278,Estimate,County
"Wasatch County, UT",2019,34210,Estimate,County
"Wasatch County, UT",2020,35300,Estimate,County
"Washington County, UT",2015,154839,Estimate,County
"Washington County, UT",2016,159537,Estimate,County
"Washington County, UT",2017,166195,Estimate,County
"Washington County, UT",2018,172051,Estimate,County
"Washington County, UT",2019,177938,Estimate,County
"Washington County, UT",2020,184913,Estimate,County
"Wayne County, UT",2015,2689,Estimate,County
"Wayne County, UT",2016,2671,Estimate,County
"Wayne County, UT",2017,2699,Estimate,County
"Wayne County, UT",2018,2657,Estimate,County
"Wayne County, UT",2019,2703,Estimate,County
"Wayne County, UT",2020,2759,Estimate,County
"Weber County, UT",2015,242916,Estimate,County
"Weber County, UT",2016,247153,Estimate,County
"Weber County, UT",2017,251474,Estimate,County
"Weber County, UT",2018,255454,Estimate,County
"Weber County, UT",2019,259680,Estimate,County
"Weber County, UT",2020,262658,Estimate,County
Vermont,2015,625810,Estimate,County
Vermont,2016,624366,Estimate,County
Vermont,2017,625132,Estimate,County
Vermont,2018,624802,Estimate,County
Vermont,2019,624046,Estimate,County
Vermont,2020,623347,Estimate,County
"Addison County, VT",2015,36955,Estimate,County
"Addison County, VT",2016,36973,Estimate,County
"Addison County, VT",2017,36947,Estimate,County
"Addison County, VT",2018,36970,Estimate,County
"Addison County, VT",2019,36994,Estimate,County
"Addison County, VT",2020,36851,Estimate,County
"Bennington County, VT",2015,36198,Estimate,County
"Bennington County, VT",2016,35977,Estimate,County
"Bennington County, VT",2017,35763,Estimate,County
"Bennington County, VT",2018,35635,Estimate,County
"Bennington County, VT",2019,35532,Estimate,County
"Bennington County, VT",2020,35338,Estimate,County
"Caledonia County, VT",2015,30658,Estimate,County
"Caledonia County, VT",2016,30176,Estimate,County
"Caledonia County, VT",2017,30172,Estimate,County
"Caledonia County, VT",2018,30221,Estimate,County
"Caledonia County, VT",2019,29860,Estimate,County
"Caledonia County, VT",2020,29705,Estimate,County
"Chittenden County, VT",2015,161535,Estimate,County
"Chittenden County, VT",2016,161839,Estimate,County
"Chittenden County, VT",2017,163254,Estimate,County
"Chittenden County, VT",2018,163755,Estimate,County
"Chittenden County, VT",2019,163918,Estimate,County
"Chittenden County, VT",2020,164306,Estimate,County
"Essex County, VT",2015,6193,Estimate,County
"Essex County, VT",2016,6225,Estimate,County
"Essex County, VT",2017,6184,Estimate,County
"Essex County, VT",2018,6209,Estimate,County
"Essex County, VT",2019,6145,Estimate,County
"Essex County, VT",2020,6123,Estimate,County
"Franklin County, VT",2015,49002,Estimate,County
"Franklin County, VT",2016,48998,Estimate,County
"Franklin County, VT",2017,48994,Estimate,County
"Franklin County, VT",2018,49312,Estimate,County
"Franklin County, VT",2019,49384,Estimate,County
"Franklin County, VT",2020,49685,Estimate,County
"Grand Isle County, VT",2015,6873,Estimate,County
"Grand Isle County, VT",2016,6921,Estimate,County
"Grand Isle County, VT",2017,6976,Estimate,County
"Grand Isle County, VT",2018,7100,Estimate,County
"Grand Isle County, VT",2019,7208,Estimate,County
"Grand Isle County, VT",2020,7169,Estimate,County
"Lamoille County, VT",2015,25265,Estimate,County
"Lamoille County, VT",2016,25360,Estimate,County
"Lamoille County, VT",2017,25427,Estimate,County
"Lamoille County, VT",2018,25330,Estimate,County
"Lamoille County, VT",2019,25420,Estimate,County
"Lamoille County, VT",2020,25341,Estimate,County
"Orange County, VT",2015,28900,Estimate,County
"Orange County, VT",2016,28910,Estimate,County
"Orange County, VT",2017,28976,Estimate,County
"Orange County, VT",2018,28827,Estimate,County
"Orange County, VT",2019,28809,Estimate,County
"Orange County, VT",2020,28837,Estimate,County
"Orleans County, VT",2015,27043,Estimate,County
"Orleans County, VT",2016,26748,Estimate,County
"Orleans County, VT",2017,26822,Estimate,County
"Orleans County, VT",2018,26826,Estimate,County
"Orleans County, VT",2019,26934,Estimate,County
"Orleans County, VT",2020,26897,Estimate,County
"Rutland County, VT",2015,59582,Estimate,County
"Rutland County, VT",2016,59145,Estimate,County
"Rutland County, VT",2017,59012,Estimate,County
"Rutland County, VT",2018,58590,Estimate,County
"Rutland County, VT",2019,58125,Estimate,County
"Rutland County, VT",2020,57764,Estimate,County
"Washington County, VT",2015,58707,Estimate,County
"Washington County, VT",2016,58434,Estimate,County
"Washington County, VT",2017,58330,Estimate,County
"Washington County, VT",2018,58129,Estimate,County
"Washington County, VT",2019,58458,Estimate,County
"Washington County, VT",2020,58328,Estimate,County
"Windham County, VT",2015,43309,Estimate,County
"Windham County, VT",2016,43251,Estimate,County
"Windham County, VT",2017,42955,Estimate,County
"Windham County, VT",2018,42690,Estimate,County
"Windham County, VT",2019,42227,Estimate,County
"Windham County, VT",2020,42015,Estimate,County
"Windsor County, VT",2015,55590,Estimate,County
"Windsor County, VT",2016,55409,Estimate,County
"Windsor County, VT",2017,55320,Estimate,County
"Windsor County, VT",2018,55208,Estimate,County
"Windsor County, VT",2019,55032,Estimate,County
"Windsor County, VT",2020,54988,Estimate,County
Virginia,2015,8367303,Estimate,County
Virginia,2016,8417651,Estimate,County
Virginia,2017,8471011,Estimate,County
Virginia,2018,8510920,Estimate,County
Virginia,2019,8556642,Estimate,County
Virginia,2020,8590563,Estimate,County
"Accomack County, VA",2015,32930,Estimate,County
"Accomack County, VA",2016,32903,Estimate,County
"Accomack County, VA",2017,32729,Estimate,County
"Accomack County, VA",2018,32603,Estimate,County
"Accomack County, VA",2019,32325,Estimate,County
"Accomack County, VA",2020,32238,Estimate,County
"Albemarle County, VA",2015,105221,Estimate,County
"Albemarle County, VA",2016,106662,Estimate,County
"Albemarle County, VA",2017,108107,Estimate,County
"Albemarle County, VA",2018,108832,Estimate,County
"Albemarle County, VA",2019,109843,Estimate,County
"Albemarle County, VA",2020,110652,Estimate,County
"Alleghany County, VA",2015,15432,Estimate,County
"Alleghany County, VA",2016,15393,Estimate,County
"Alleghany County, VA",2017,15143,Estimate,County
"Alleghany County, VA",2018,15016,Estimate,County
"Alleghany County, VA",2019,14898,Estimate,County
"Alleghany County, VA",2020,14701,Estimate,County
"Amelia County, VA",2015,12784,Estimate,County
"Amelia County, VA",2016,12805,Estimate,County
"Amelia County, VA",2017,12974,Estimate,County
"Amelia County, VA",2018,12997,Estimate,County
"Amelia County, VA",2019,13058,Estimate,County
"Amelia County, VA",2020,13014,Estimate,County
"Amherst County, VA",2015,31855,Estimate,County
"Amherst County, VA",2016,31903,Estimate,County
"Amherst County, VA",2017,31893,Estimate,County
"Amherst County, VA",2018,31771,Estimate,County
"Amherst County, VA",2019,31678,Estimate,County
"Amherst County, VA",2020,31667,Estimate,County
"Appomattox County, VA",2015,15485,Estimate,County
"Appomattox County, VA",2016,15535,Estimate,County
"Appomattox County, VA",2017,15715,Estimate,County
"Appomattox County, VA",2018,15874,Estimate,County
"Appomattox County, VA",2019,15902,Estimate,County
"Appomattox County, VA",2020,16043,Estimate,County
"Arlington County, VA",2015,228887,Estimate,County
"Arlington County, VA",2016,231805,Estimate,County
"Arlington County, VA",2017,235193,Estimate,County
"Arlington County, VA",2018,236662,Estimate,County
"Arlington County, VA",2019,238392,Estimate,County
"Arlington County, VA",2020,240119,Estimate,County
"Augusta County, VA",2015,74324,Estimate,County
"Augusta County, VA",2016,74875,Estimate,County
"Augusta County, VA",2017,75324,Estimate,County
"Augusta County, VA",2018,75906,Estimate,County
"Augusta County, VA",2019,76120,Estimate,County
"Augusta County, VA",2020,76544,Estimate,County
"Bath County, VA",2015,4463,Estimate,County
"Bath County, VA",2016,4408,Estimate,County
"Bath County, VA",2017,4270,Estimate,County
"Bath County, VA",2018,4275,Estimate,County
"Bath County, VA",2019,4169,Estimate,County
"Bath County, VA",2020,4119,Estimate,County
"Bedford + Bedford City, VA",2015,77653,Estimate,County
"Bedford + Bedford City, VA",2016,78024,Estimate,County
"Bedford + Bedford City, VA",2017,78445,Estimate,County
"Bedford + Bedford City, VA",2018,79115,Estimate,County
"Bedford + Bedford City, VA",2019,79431,Estimate,County
"Bedford + Bedford City, VA",2020,79811,Estimate,County
"Bland County, VA",2015,6536,Estimate,County
"Bland County, VA",2016,6483,Estimate,County
"Bland County, VA",2017,6361,Estimate,County
"Bland County, VA",2018,6295,Estimate,County
"Bland County, VA",2019,6292,Estimate,County
"Bland County, VA",2020,6239,Estimate,County
"Botetourt County, VA",2015,33391,Estimate,County
"Botetourt County, VA",2016,33298,Estimate,County
"Botetourt County, VA",2017,33355,Estimate,County
"Botetourt County, VA",2018,33412,Estimate,County
"Botetourt County, VA",2019,33500,Estimate,County
"Botetourt County, VA",2020,33633,Estimate,County
"Brunswick County, VA",2015,16838,Estimate,County
"Brunswick County, VA",2016,16607,Estimate,County
"Brunswick County, VA",2017,16572,Estimate,County
"Brunswick County, VA",2018,16289,Estimate,County
"Brunswick County, VA",2019,16176,Estimate,County
"Brunswick County, VA",2020,16037,Estimate,County
"Buchanan County, VA",2015,22767,Estimate,County
"Buchanan County, VA",2016,22229,Estimate,County
"Buchanan County, VA",2017,21622,Estimate,County
"Buchanan County, VA",2018,21373,Estimate,County
"Buchanan County, VA",2019,21031,Estimate,County
"Buchanan County, VA",2020,20613,Estimate,County
"Buckingham County, VA",2015,17022,Estimate,County
"Buckingham County, VA",2016,17044,Estimate,County
"Buckingham County, VA",2017,17046,Estimate,County
"Buckingham County, VA",2018,17042,Estimate,County
"Buckingham County, VA",2019,17134,Estimate,County
"Buckingham County, VA",2020,17168,Estimate,County
"Campbell County, VA",2015,55374,Estimate,County
"Campbell County, VA",2016,55391,Estimate,County
"Campbell County, VA",2017,55440,Estimate,County
"Campbell County, VA",2018,55526,Estimate,County
"Campbell County, VA",2019,55371,Estimate,County
"Campbell County, VA",2020,55304,Estimate,County
"Caroline County, VA",2015,29907,Estimate,County
"Caroline County, VA",2016,30091,Estimate,County
"Caroline County, VA",2017,30441,Estimate,County
"Caroline County, VA",2018,30766,Estimate,County
"Caroline County, VA",2019,30745,Estimate,County
"Caroline County, VA",2020,30860,Estimate,County
"Carroll County, VA",2015,29882,Estimate,County
"Carroll County, VA",2016,29788,Estimate,County
"Carroll County, VA",2017,29845,Estimate,County
"Carroll County, VA",2018,29824,Estimate,County
"Carroll County, VA",2019,30022,Estimate,County
"Carroll County, VA",2020,30074,Estimate,County
"Charles City County, VA",2015,7043,Estimate,County
"Charles City County, VA",2016,7026,Estimate,County
"Charles City County, VA",2017,7024,Estimate,County
"Charles City County, VA",2018,6983,Estimate,County
"Charles City County, VA",2019,6969,Estimate,County
"Charles City County, VA",2020,6821,Estimate,County
"Charlotte County, VA",2015,12182,Estimate,County
"Charlotte County, VA",2016,12113,Estimate,County
"Charlotte County, VA",2017,12078,Estimate,County
"Charlotte County, VA",2018,11906,Estimate,County
"Charlotte County, VA",2019,11849,Estimate,County
"Charlotte County, VA",2020,11820,Estimate,County
"Chesterfield County, VA",2015,335093,Estimate,County
"Chesterfield County, VA",2016,338677,Estimate,County
"Chesterfield County, VA",2017,343500,Estimate,County
"Chesterfield County, VA",2018,348704,Estimate,County
"Chesterfield County, VA",2019,353376,Estimate,County
"Chesterfield County, VA",2020,358245,Estimate,County
"Clarke County, VA",2015,14252,Estimate,County
"Clarke County, VA",2016,14309,Estimate,County
"Clarke County, VA",2017,14468,Estimate,County
"Clarke County, VA",2018,14517,Estimate,County
"Clarke County, VA",2019,14576,Estimate,County
"Clarke County, VA",2020,14622,Estimate,County
"Craig County, VA",2015,5140,Estimate,County
"Craig County, VA",2016,5138,Estimate,County
"Craig County, VA",2017,5070,Estimate,County
"Craig County, VA",2018,5105,Estimate,County
"Craig County, VA",2019,5127,Estimate,County
"Craig County, VA",2020,5077,Estimate,County
"Culpeper County, VA",2015,49559,Estimate,County
"Culpeper County, VA",2016,50337,Estimate,County
"Culpeper County, VA",2017,51261,Estimate,County
"Culpeper County, VA",2018,51785,Estimate,County
"Culpeper County, VA",2019,52722,Estimate,County
"Culpeper County, VA",2020,53569,Estimate,County
"Cumberland County, VA",2015,9758,Estimate,County
"Cumberland County, VA",2016,9742,Estimate,County
"Cumberland County, VA",2017,9840,Estimate,County
"Cumberland County, VA",2018,9863,Estimate,County
"Cumberland County, VA",2019,9967,Estimate,County
"Cumberland County, VA",2020,9933,Estimate,County
"Dickenson County, VA",2015,15200,Estimate,County
"Dickenson County, VA",2016,15019,Estimate,County
"Dickenson County, VA",2017,14728,Estimate,County
"Dickenson County, VA",2018,14502,Estimate,County
"Dickenson County, VA",2019,14295,Estimate,County
"Dickenson County, VA",2020,14078,Estimate,County
"Dinwiddie County, VA",2015,28146,Estimate,County
"Dinwiddie County, VA",2016,28458,Estimate,County
"Dinwiddie County, VA",2017,28678,Estimate,County
"Dinwiddie County, VA",2018,28800,Estimate,County
"Dinwiddie County, VA",2019,28804,Estimate,County
